,accid_type,accident_contents,from_direction,lane,lat,lng,reception_date,reception_time,reception_viewpoint,region,to_direction
60,사고,<긴급>=사고= 이천 터미널4거리-이천4거리방향 동부고속4거리 교차로내에서 승용차와 버스간 충돌사고. 사고처리 전.,터미널4거리,,37.276616,127.446787,2020-08-19,8:09,동부고속4거리,이천,이천4거리
61,사고,<긴급>=사고=강릉 고속터미널입구 맞은편 1차로에서 승용차와 택시간 사고. 사고처리 전,,1,37.755003,128.879551,2020-08-19,8:06,고속터미널,강릉,
62,사고,"<긴급>=사고=원주 무실로, 무실4거리에서 한지공원4거리 방향 평원중지난지점 1차로에서 승용차간 추돌사고.처리중",무실4거리,1,37.338108,127.936251,2020-08-18,18:48,평원중학교,원주,한지공원4거리
63,사고,"<긴급>=사고=속초 새마을4거리에서 청대4거리 방향, 부영6단지 입구 승용차와 승합차간 측면 충돌사고. 사고처리 전",새마을4거리,,38.187743,128.582367,2020-08-18,17:52,부영6단지,속초,청대4거리
64,사고,"<긴급>=사고=원주 북원로,장양4거리-태장3거리방향. 원주IC교차로 지나 2,3차로에서 버스.화물차간 추돌사고.처리중",장양4거리,"2, 3",37.396511,127.951749,2020-08-18,17:29,원주IC교차로,원주,태장3거리
65,사고,<긴급>=사고=강릉 가작로 행복예식장교차로 내에서 승용차간 추돌사고 처리중,,,37.770405,128.905600,2020-08-18,15:44,행복예식장교차로,강릉,
66,사고,<긴급>-사고- 원주 동진골4거리 내에서 승용차와 승합차간의 추돌사고. 사고처리 전.,,,37.348628,127.939907,2020-08-18,14:25,동진골4거리,원주,
67,사고,"<긴급>-사고- 원주 무실로, 한지공원4거리에서 법조4거리 방향 한지공원4거리 지난 지점 승용차와 택시간의 추돌사고. 사고처리 중.",한지공원4거리,,37.336276,127.934387,2020-08-18,14:15,한지공원4거리,원주,법조4거리
68,사고,"<긴급>=사고=국도35호선, 강릉 오봉리에서 왕산면사무소 방향, 왕산면사무소 1km 못간 지점 승용차간 정면 충돌사고. 사고처리 전. 여파로 정체",강릉 오봉리,,37.678441,128.830881,2020-08-18,14:04,왕산면사무소,강릉,왕산면사무소
69,사고,<긴급>=사고=강릉 강릉역-성덕초교 방향 월드컵교 2차로에서 승용차간 추돌사고.처리전,강릉역,2,37.757359,128.907898,2020-08-18,13:03,월드컵교,강릉,성덕초등학교
70,사고,"<긴급>=사고=강릉 홍제고가에서 터미널5거리 방향, 시청앞4거리 3차로에 승용차 3대간 추돌사고, 사고처리중",홍제고가,3,37.751777,128.878487,2020-08-18,12:35,시청앞4거리,강릉,터미널5거리
71,사고,"<긴급>=사고=강릉 터미널에서 경찰서 방향, 강릉역회전교차로 내 택시와 승용차간 추돌사고, 사고처리전",터미널,,37.762868,128.900572,2020-08-18,10:56,강릉역회전교차로,강릉,경찰서
72,사고,<긴급>-사고- 강릉 교동4거리에서 임당4거리 방향 교동꽃집 100m 못 간 지점 1차로에서 승용차관련 3중 추돌사고. 사고처리 전.,교동4거리,1,37.758450,128.894279,2020-08-13,11:20,교동꽃집,강릉,임당4거리
73,사고,"<긴급>-사고- 원주 행구로, 화실4거리에서 너르내4거리 방향 중간 지점 2차로에서 승용차관련 인사사고. 사고처리 전.",화실4거리,2,37.342358,127.973091,2020-08-13,10:55,너르내4거리,원주,너르내4거리
74,사고,<긴급>-사고- 원주 현진5차@ 앞 회전교차로 내에서 승용차와 택시관련 4중 추돌사고. 사고처리 중.,,,37.320497,127.955177,2020-08-13,8:14,현진5차아파트 앞 회전교차로,원주,
75,사고,"<긴급>=사고=원주, 개봉교회전교차로 내, 화물차와 승용차간 사고. 사고처리 전",,,37.345237,127.958293,2020-08-12,16:14,개봉교회전교차로,원주,
76,사고,"<긴급>=사고=원주 강변교3거리 현충탑방향, 상록프라자@ 앞 1차로 승합차간 추돌사고. 사고처리 전",강변교3거리,1,37.374656,127.951114,2020-08-12,15:46,상록프라자아파트,원주,현충탑
77,사고,<긴급>-사고- 춘천 장학리에서 소양3교 방향 소양3교 50m 못 간 지점 승용차와 화물차간의 추돌사고. 사고처리 전. 운전자 나와있음,장학리,,37.906541,127.749496,2020-08-12,15:26,소양3교,춘천,소양3교
78,사고,"<긴급>=사고=강릉 강릉대로 강릉역전회전교차로 내, 승용차간 측면 충돌사고. 사고처리 전",,,37.762868,128.900572,2020-08-12,13:13,강릉역회전교차로,강릉,
79,사고,"<긴급>=사고=춘천 소양5교에서 후평동 방향, 상일4거리 내 화물차와 승용차간 정면 충돌사고, 사고처리전",소양5교,,37.917418,127.750731,2020-08-12,12:59,상일4거리,춘천,후평동
80,사고,"<긴급>-사고- 국도3호선, 장호원에서 광주방향 이천4거리 못 간 지점 2차로에서 승용차와 화물차간의 추돌사고. 사고처리 전.",장호원,2,37.274698,127.447763,2020-08-12,12:15,이천4거리,이천,광주
81,사고,<긴급>-사고- 춘천 공단5거리에서 한림대학교 방향 후평현대1차@ 입구 승용차간의 추돌사고. 사고처리 전. 지체됨,공단5거리,,37.884381,127.743490,2020-08-12,11:44,현대1차아파트,춘천,한림대학교
82,사고,"<긴급>=사고=춘천 명진학교 건너편 1차로에 승용차간 추돌사고, 사고처리중",,1,37.899316,127.734268,2020-08-12,10:25,명진학교,춘천,
83,사고,"<긴급>-사고- 원주 북원로, 우산철교4거리에서 1군지사방향 우산철교 지난 지점 2차로에서 화물차와 승용차간의 추돌사고. 사고처리 중.",우산철교4거리,2,37.361306,127.940101,2020-08-12,9:00,우산철교,원주,1군지사
84,사고,<긴급>-사고- 강릉 신화@에서 내곡교 방향 단오타운 후문에서 승용차관련 대인사고. 사고처리 전.,신화아파트,,37.747972,128.892598,2020-08-12,8:58,단오타운 후문,강릉,내곡교
85,사고,<긴급>=사고=제천 시립도서관4거리 내 승용차간 측면 충돌사고. 사고처리 전. 뒤로 정체,,,37.145553,128.221900,2020-08-11,18:36,시립도서관4거리,제천,
86,사고,"<긴급>=사고=강릉 강릉역회전교차로에서 경포대방향, 강릉역회전교차로에서 오토바이와 승용차간 사고. 사고처리 중",강릉역회전교차로,,37.762868,128.900572,2020-08-11,17:49,강릉역회전교차로,강릉,경포대
87,사고,"<긴급>=사고=원주 북원로 태장3거리에서 태장교3거리 방향, 우회전차로에서 승용차간 추돌사고. 사고처리 전",태장3거리,,37.381584,127.946969,2020-08-11,16:45,태장3거리,원주,태장교3거리
88,사고,"=376사고처리완료=원주 시청4거리 내, 승용차간 추돌사고. 소통원활",,,37.335634,127.929760,2020-08-11,13:28,시청4거리,원주,
89,사고,"<긴급>=사고=원주 시청4거리 내, 승용차간 추돌사고. 사고처리 중",,,37.335634,127.929760,2020-08-11,13:15,시청4거리,원주,
90,사고,"<긴급>=사고=원주 의료원4거리에서 우정청4거리 방향,우정청4거리 못간지점 2차로 승용차간 추돌사고. 사고처리 전",의료원4거리,2,37.330018,127.950680,2020-08-11,13:01,우정청4거리,원주,우정청4거리
91,사고,<긴급>-사고- 강릉 경찰서에서 터미널 방향 강릉역회전교차로 내 승용차간의 추돌사고. 사고처리 전. 뒤로 정체,경찰서,,37.762841,128.900566,2020-08-11,12:00,강릉역회전교차로,강릉,터미널
92,사고,<긴급>-사고- 강릉 교동1주공@ 정문에서 승용차간의 측면 충돌사고. 사고처리 전.,,,37.768580,128.884422,2020-08-11,11:55,교동1주공아파트,강릉,
93,사고,<긴급>-사고- 속초 수복탑에서 동명동4거리 방향 수복탑 지난 지점 2차로에서 승용차간의 측면 충돌사고. 사고처리 중.,수복탑,2,38.210467,128.593271,2020-08-11,11:53,수복탑,속초,동명동4거리
94,사고,"<긴급>-사고- 원주 남원로, 남송4거리에서 남부시장4거리 방향 의료원4거리 100m 못 간 지점 2차로에서 승용차와 택시간의 추돌사고. 사고처리 전.",남송4거리,2,37.331350,127.946766,2020-08-11,8:16,의료원4거리,원주,남부시장4거리
95,사고,"<긴급>=사고=춘천 퇴계동행정복지센터에서 KBS방송국 방향, KBS방송국앞 4거리 2차로에서 승용차간 추돌사고. 운전자 나와있음. 사고처리 전",퇴계동행정복지센터,2,37.867057,127.722232,2020-08-10,20:05,KBS방송국 앞 4거리,춘천,KBS방송국
96,사고,"<긴급>=사고=홍천 터미널에서 연봉 방향, 연봉교 내 1차로에 승용차 3대간 추돌사고, 사고처리중",터미널,1,37.681126,127.868216,2020-08-10,15:15,연봉교,홍천,연봉
97,사고,"<긴급>=사고=춘천 옛)한방병원에서 석사극동아파트 방향, 자동차정비소 부근 2차로에 승용차간 추돌사고, 사고처리전",토마스요양병원,2,37.849948,127.753594,2020-08-10,13:02,자동차정비소,춘천,석사극동아파트
98,사고,"<긴급>=사고=원주 우산철교에서 태장3거리 방향, 우산공단3거리 가기전 2차로에 승용차간 추돌사고, 사고처리중",우산철교,2,37.374007,127.943217,2020-08-10,12:45,우산공단3거리,원주,태장3거리
99,사고,"<긴급>=사고=강릉 터미널5거리에서 적십자4거리 방향, 터미널5거리 100m 지나 1,2차로에 승용차간 측면 충돌사고, 사고처리전",터미널5거리,"1, 2",37.755282,128.882879,2020-08-10,12:39,터미널5거리,강릉,적십자4거리
100,사고,"<긴급>=사고=강릉 경포5거리에서 주문진 방향, 법원 100m 전 2차로에 승용차 4대간 추돌사고, 사고처리전",경포5거리,2,37.783739,128.876158,2020-08-10,12:38,법원,강릉,주문진
101,사고,"<긴급>=사고= 강릉 시청-터미널 구간 터미널5거리 100m 못간지점 2,3차로에서 승용차간 충돌사고.",강릉시청,"2, 3",37.753761,128.880479,2020-08-10,12:31,터미널5거리,강릉,강릉터미널
102,사고,<긴급>=사고= 삼척 시청4거리-교동지하차도 방향 교동4거리에서 승용차간 추돌사고. 사고처리 전.,시청4거리,,37.449420,129.169692,2020-08-10,10:14,교동4거리,삼척,교동지하차도
103,사고,"<긴급>=사고=삼척 교동4거리에서 세무서 방향, 교동4거리 내 1차로에 승용차와 화물차간 추돌사고, 사고처리전",교동4거리,1,37.449449,129.169767,2020-08-10,10:03,교동4거리,삼척,세무서
104,사고,<긴급>-사고- 양평 양평병원에서 관문3거리 방향 관문3거리 2차로에서 승용차간의 추돌사고. 사고처리 중.,양평병원,2,37.497264,127.489800,2020-08-09,16:29,관문3거리,양평,관문3거리
105,사고,<긴급>=사고=동해 동해역-묵호역 방향 용정굴다리 지나 승용차간 측면 충돌사고.처리전,동해역,,37.504276,129.126761,2020-08-09,13:54,용정굴다리,동해,묵호역
106,사고,<긴급>=사고=강릉 동인병원5거리-경찰서4거리방향 대영주유소앞 1차로에서 승용차간 추돌사고.처리전,동인병원5거리,1,37.770465,128.909532,2020-08-08,14:03,대영주유소,강릉,경찰서4거리
107,사고,<긴급>=사고=춘천 신흥4거리 내에서 승용차.오토바이간 추돌사고.처리중,,,37.878777,127.740674,2020-08-08,12:00,신흥4거리,춘천,
108,사고,<긴급>=사고=동해 천곡동굴-공설운동장방향 주공5차@입구 승용차.택시간 추돌사고.잘 잘못을 가기고 있음,천곡동굴,,37.515883,129.106271,2020-08-08,11:59,주공5차아파트,동해,공설운동장
109,사고,"<긴급>=사고=원주 향교4거리에서 원주고교 방향, 향교4거리 내 승용차간 추돌사고. 사고처리 중",향교4거리,,37.338972,127.952038,2020-08-08,9:01,항교4거리,원주,원주고등학교
110,사고,"<긴급>=177같은사고=홍천 터미널회전교차로 내, 승용차간 추돌사고, 사고처리 전",,,37.688564,127.879731,2020-08-08,8:27,터미널회전교차로,홍천,
111,사고,"<긴급>=사고=국도42호선 여주에서 이천 방향, 연세새로운병원 부근 1차로에 승용차와 오토바이간 추돌사고, 사고처리전",여주,1,37.289605,127.632582,2020-08-07,20:04,연세새로운병원,여주,이천
112,사고,"<긴급>=사고=원주 천사로, 지하상가4거리에서 동진골4거리 방향 일산동주민센터 50미터 지난지점 2차로에서 승용차간 추돌사고.처리중",지하상가4거리,2,37.349222,127.941565,2020-08-07,18:49,일산동주민센터,원주,동진골4거리
113,사고,"<긴급>=사고=이천 증일4거리에서 터미널 방향, 중간지점 오토바이간 추돌사고, 사고처리중",증일4거리,,37.275430,127.442168,2020-08-07,17:31,증일4거리,이천,터미널
114,사고,"<긴급>=사고=여주 터미널4거리에서 도장교4거리 방향, 터미널 50m 지나 2차로 막고 화재진압중",터미널4거리,2,37.289321,127.634585,2020-04-15,14:32,터미널,여주,도장교4거리
115,사고,"<긴급>=사고=강릉 율곡로, 강릉교4거리에서 비행장교차로 방향 청량교차로내에서 승용차간 추돌사고.사고처리전",강릉교4거리,,37.741183,128.919909,2020-04-15,11:37,청량교차로,강릉,비행장교차로
116,사고,<긴급>=사고=동해 범주성지2차@3거리-삼척방향 승용차간 측면 충돌사고.처리전,,,37.512276,129.125202,2020-04-14,18:42,범주성지2차아파트,동해,삼척
117,사고,<긴급>=사고=국도19호선 원주 연세대-흥업방향. 청솔@부근 승용차간 추돌사고.처리중,연세대,,37.278478,127.908645,2020-04-14,18:11,청솔아파트,원주,흥업
118,사고,<긴급>=사고=원주 치악로 가매기4거리-송문4거리방향. 태장중 300미터 지난지점 승용차간 추돌사고.처리전,가매기4거리,,37.360996,127.960701,2020-04-14,18:01,태장중학교,원주,송문4거리
119,사고,<긴급>=사고=춘천 호반4거리=소양1교 방향 1차로에서 승용차간 추돌사고.처리중,호반4거리,,37.893749,127.727250,2020-04-14,14:04,소양1교,춘천,소양1교
120,사고,"<긴급>-사고-홍천 하오안리에서 북방 방향 홍천장례식장 입구, 승용차관련 사고, 사고처리 전",하오안리,,37.678415,127.853033,2020-04-14,10:40,홍천장례식장,홍천,북방
121,사고,<긴급>-사고- 춘천 시청 동문 앞에서 승용차와 화물차간의 충돌사고. 사고처리 전.,,,37.881200,127.730989,2020-04-14,9:31,시청 동문,춘천,
122,사고,<긴급>-사고- 춘천 도청에서 중앙로터리 방향 중간 지점 1차로에서 승용차간의 추돌사고. 사고처리 전,도청,,37.883039,127.728837,2020-04-14,8:38,중앙로터리,춘천,중앙로터리
123,사고,"<긴급>-사고-삼척 시청별관에서 상공회의소 방향 별관입구, 승용차 3대관련 사고, 사고처리 전",시청 별관,,37.448357,129.163628,2020-04-14,8:22,시청 별관 입구,삼척,상공회의소
124,사고,"<긴급>-사고-강릉 남대천4거리에서 옥천5거리 방향 중간지점 승용차간 측면충돌사고, 사고처리 전이고 지체됨",남대천4거리,,37.754890,128.900432,2020-04-13,18:47,옥천5거리,강릉,옥천5거리
125,사고,"<긴급>-사고-삼척 강원대후문 굴다리4거리 내, 승용차간 측면충돌사고, 사고처리 중",,,37.455872,129.169134,2020-04-13,18:29,굴다리4거리,삼척,
126,사고,"<긴급>-사고-강릉 율곡로, 율곡교차로에서 이명4거리 방향 승용차간 추돌사고. 잘잘못을 가리고 있음",율곡교차로,,37.769972,128.891848,2020-04-13,17:57,율곡교차로,강릉,이명4거리
127,사고,"<긴급>=사고=춘천 중앙로터리에서 운교4거리방향 육림고개 부근 1,2차로에 걸쳐 택시와 승용차간 추돌사고 .사고처리전",중앙로터리,"1, 2",37.877900,127.729929,2020-04-13,17:27,육림고개,춘천,운교4거리
128,사고,"<긴급>=사고=원주 북원로, 단계4거리에서 우산철교4거리 방향 단계4거리 부근 3차로내 화물차와 승용차간 추돌사고,사고처리중",단계4거리,3,37.356874,127.936236,2020-04-13,16:28,단계4거리,원주,우산철교4거리
129,사고,"<긴급>-사고-춘천 청와@에서 호반4거리 방향 스카이워크 맞은편, 승합차관련 사고, 사고처리 중",청와아파트,,37.893020,127.723487,2020-04-13,14:58,스카이워크 맞은편,춘천,호반4거리
130,사고,<긴급>=사고= 원주 동부교4거리-관설4거리 구간 승용차와 승합차간 추돌사고. 사고처리 전.,동부교4거리,,37.317934,127.969283,2020-04-13,14:30,,원주,관설4거리
131,사고,<긴급>-사고- 춘천 만천4거리에서 애막골 방향 만천4거리 지난 지점 1차로에서 승용차간의 추돌사고. 사고처리 전.,만천4거리,1,37.875614,127.776945,2020-04-13,12:17,만천4거리,춘천,애막골
132,사고,<긴급>=사고= 동해 천곡동 중앙초교앞 교차로에서 승용차와 오토바이간 사고. 사고처리 전.,,,37.524417,129.109529,2020-04-13,11:11,중앙초교 앞 교차로,동해,
133,사고,-252같은사고- 동해 천곡호텔4거리에서 주공4차@ 방향 승용차간의 추돌사고. 사고처리 중.,천곡4거리,,37.526069,129.104773,2020-04-13,11:03,천곡4거리,동해,주공4차아파트
134,사고,<긴급>=사고= 국도7호선 동해 시외버스터미널앞 승용차간 추돌사고. 사고처리 전.,,,37.528600,129.104911,2020-04-13,10:54,시외버스터미널,동해,
135,사고,<긴급>=사고= 동해 천곡4거리-시청방향 천곡4거리에서 승용차간 추돌사고. 사고처리 전.,천곡4거리,,37.526021,129.104888,2020-04-13,10:29,천곡4거리,동해,시청
136,사고,<긴급>-사고- 강릉 율곡교차로에서 강일여고4거리 방향 중간 지점 2차로에서 승용차간의 측면 충돌사고. 사고처리 중,율곡교차로,2,37.766983,128.891299,2020-04-13,8:59,이명4거리,강릉,이명4거리
137,사고,"<긴급>-사고-속초 온천로4거리에서 설악고교 방향 대명4차@4거리, 승용차간 충돌사고, 사고처리 전",온천로4거리,,38.188706,128.573952,2020-04-12,17:58,설악빌리지앞4거리,속초,설악고등학교
138,사고,<긴급>-사고- 이천 OB맥주정문-복하1교 방향 복하1교 50m 못 간 지점 승용차간의 충돌사고. 사고처리 전.,오비맥주 정문,,37.266258,127.462078,2020-04-12,17:56,복하1교,이천,복하1교
139,사고,<긴급>-사고- 이천 설봉3거리에서 터미널 방향 미란다호텔 앞 승용차관련 3중 추돌사고. 사고처리 중.,설봉3거리,,37.275051,127.450538,2020-04-12,17:20,미란다호텔 앞,이천,터미널
140,사고,"<긴급>=사고=속초 고속터미널에서 청초교4거리 방향, 청초교4거리 가기전 버스와 승용차간 추돌사고, 사고처리중",고속터미널,,38.193230,128.578077,2020-04-12,11:00,청초교4거리,속초,청초교4거리
141,사고,<긴급>=사고= 속초 동해대로 주공3차아파트-교동3거리 구간 승용차간 추돌사고. 사고처리 전.,주공3차아파트,,38.196814,128.577793,2020-04-11,20:47,교동3거리,속초,교동3거리
142,사고,<긴급>-사고- 속초 교동3거리에서 만천3거리 방향 만천4거리 내에서 승합차관련 추돌사고. 사고처리 전,교동3거리,,38.197356,128.576118,2020-04-11,20:33,만천4거리,속초,만천3거리
143,사고,<긴급>-사고- 춘천 소양2교에서 소양1교 방향 중간 지점 1차로에서 승용차관련 3중 추돌사고. 사고처리 중.,소양2교,1,37.893899,127.729782,2020-04-11,20:25,소양1교,춘천,소양1교
144,사고,<긴급>=사고= 동해 터미널앞에서 승용차간 충돌사고. 사고처리 전.,,,37.528626,129.104902,2020-04-11,15:45,터미널 앞,동해,
145,사고,<긴급>=사고= 삼척 시외버스터미널 교차로내에서 승용차간 추돌사고. 사고처리 전,,,37.439623,129.167753,2020-04-11,15:37,시외버스터미널 교차로,삼척,
146,사고,<긴급>-사고- 춘천 금호@에서 풍물시장 방향 온의4거리 2차로에서 승용차간의 추돌사고. 사고처리 중.,금호아파트,2,37.865270,127.720769,2020-04-11,13:50,온의4거리,춘천,풍물시장
147,사고,"<긴급>=사고=강릉 율곡교차로에서 강일여고 방향, 중간지점 2차로에 승용차가 화단에 올라가는 단독사고, 사고처리전",율곡교차로,2,37.765476,128.891475,2020-04-11,13:45,강일여고,강릉,강일여고
148,사고,<긴급>=사고= 강릉 옥천5거리-동부시장4거리 구간 고려병원 정문앞에서 승용차 2대와 택시 관련 추돌사고. 사고처리 전.,옥천5거리,,37.759101,128.899530,2020-04-10,21:07,고려병원 정문,강릉,동부시장4거리
149,사고,"<긴급>=사고=원주 둣내4거리에서 자오기4거리 방향, 고속터미널 앞 4차로에 버스와 택시간 추돌사고, 사고처리전",둣내4거리,4,37.344018,127.931957,2020-04-10,19:23,고속터미널 앞,원주,자오기4거리
150,사고,<긴급>=사고= 여주 상동4거리-신진동방향 상동3거리 좌회전차로에서 승용차와 승합차간 충돌사고. 사고처리 전.,상동4거리,,37.290609,127.656109,2020-04-10,18:54,상동3거리,여주,신진동
151,사고,"<긴급>=사고=속초 만천3거리에서 설악고등학교 방향, 경찰서 가기전 2차로에 화물차와 승합차간 추돌사고, 사고처리전",만천3거리,2,38.196125,128.572538,2020-04-10,16:46,경찰서 전,속초,설악고등학교
152,사고,<긴급>=사고= 강릉 경강로 포남대교4거리내에서 승용차간 추돌사고. 사고처리 전.,,,37.764005,128.913711,2020-04-10,14:36,포남대교4거리,강릉,
153,사고,"<긴급>=사고=원주 서원대로, 무실4거리에서 둣내4거리 방향 100미터 지난지점 3차로에서 승용차간 추돌사고.처리중",무실4거리,3,37.340508,127.937265,2020-04-10,11:20,무실4거리,원주,둣내4거리
154,사고,<긴급>=사고=강릉 터미널5거리-시청방향 한국관광공사앞 1차로에서 승용차간 추돌사고.처리전,터미널5거리,1,37.753628,128.880280,2020-04-10,8:49,강릉관광개발공사,강릉,시청
155,사고,<긴급>=사고=동해 효가4거리-송정 방향 승용차간 추돌사고.처리중,효가4거리,,37.492486,129.110546,2020-04-10,8:41,효가4거리,동해,송정
156,사고,<긴급>=사고=국도7호선 동해 나안3거리-터미널 방향 승용차간 추돌사고.처리전,나안3거리,,37.486290,129.111736,2020-04-10,8:36,나안3거리,동해,터미널
157,사고,"<긴급>=사고=강릉 송정에서 옥천5거리 방향, 옛)동해상사 앞 1,2차로에 승용차간 추돌사고, 사고처리전",송정,"1, 2",37.766443,128.910962,2020-04-09,20:09,옛 동해상사 앞,강릉,옥천5거리
158,사고,<긴급>=사고=속초 청대로 설악고-경찰서 방향 소평4거리 승용차.승합차간 추돌사고.처리전,설악고등학교,,38.189597,128.573406,2020-04-09,17:55,소평4거리,속초,경찰서
159,사고,"<긴급>-사고-강릉/법원 앞, 오토바이와 승합차량의 사고. 사고처리 전",,,37.785418,128.875840,2020-04-09,12:14,법원 앞,강릉,
160,사고,"<긴급>-사고-원주 원일로, 인동4거리 내에서 승용차관련 사고. 사고처리 중이고 차량 전복돼 있음",,,37.346581,127.952736,2020-04-09,11:59,인동4거리,원주,
161,사고,<긴급>=사고=이천 경충대로 설봉공원3거리에서 기치미고개3거리방향 다산고등학교 부근 승용차 단독사고.사고처리전,설봉공원3거리,,37.290139,127.426696,2020-04-09,7:55,다산고등학교,이천,기치미고개3거리
162,사고,<긴급>=사고=여주 여주나들목에서 터미널4거리 방향 점봉교차로 내에서 승용차간 추돌사고.사고처리중,여주나들목,,37.255709,127.647516,2020-04-08,19:26,점봉교차로,여주,터미널4거리
163,사고,<긴급>=사고=여주 여주나들목에서 터미널4거리 방향 여주나들목3거리에서 승용차와 화물차간 측면 추돌사고.사고처리전,여주나들목,,37.254183,127.648361,2020-04-08,19:25,여주나들목3거리,여주,터미널4거리
164,사고,<긴급>=사고= 강릉 사임당로 과학단지입구에서 경포방향 즈므고가교 가기전 갓길에 승용차간 추돌사고.사고처리전,과학단지입구,갓길,37.798368,128.860704,2020-04-08,16:58,즈므고가교,강릉,경포
165,사고,<긴급>=사고=원주 현진에버빌1차@정문앞 승용차.오토바이간 추돌사고.처리중,,,37.324772,127.956128,2020-04-08,15:02,현진에버빌1차아파트 정문,원주,
166,사고,-국가교통정보센터-247사고처리완료: (국도6호선)남양주 조안교차로(홍천방향) 차량추돌사고 처리완료되었습니다,,,37.532275,127.301839,2020-04-08,11:33,조안교차로,남양주,홍천
167,사고,<긴급>-사고- 춘천 인공폭포 앞 4거리 내에서 버스와 화물차간의 추돌사고. 사고처리 전.,,,37.876114,127.752541,2020-04-08,11:17,보안4거리,춘천,
168,사고,-국가교통정보센터-사고: (국도6호선)남양주 조안교차로(홍천방향) 차량추돌사고로 부분통제중입니다,,,37.532275,127.301839,2020-04-08,10:29,조안교차로,남양주,홍천
169,사고,<긴급>=사고=원주 로아노크4거리에서 송삼4거리 방향 중간지점 3차로에서 택시와승용차간 추돌사고.사고처리전,로아노크4거리,3,37.337099,127.922407,2020-04-07,17:44,송삼4거리,원주,송삼4거리
170,사고,-국가교통정보센터-603사고처리완료: (국도6호선) 양평 봉상2교(서울방향)사고처리완료입니다,,,37.518933,127.661504,2020-04-07,17:28,봉상2교,양평,서울
171,사고,-국가교통정보센터-사고: (국도6호선) 양평 봉상2교(서울방향)2차로 통제하여 사고처리중입니다,,2,37.518933,127.661504,2020-04-07,17:07,봉상2교,양평,서울
172,사고,<긴급>=사고=강릉 강릉역6거리 내에서 승용차간 추돌사고.사고처리전,,,37.762816,128.900526,2020-04-07,16:56,강릉역6거리,강릉,
173,사고,"<긴급>-사고-원주 행구로, 너르내4거리에서 치악3거리 방향 치악교4거리 지나, 승용차간 추돌사고. 사고처리 중",너르내4거리,,37.341576,127.962562,2020-04-07,14:52,치악교4거리,원주,치악3거리
174,사고,<긴급>=사고= 강릉 남강초교-포남교 구간 승용차 4대간 추돌사고. 사고처리 전.,남강초등학교,,37.766344,128.913629,2020-04-07,13:11,포남교,강릉,포남교
175,사고,<긴급>=사고= 원주 북원로 단계4거리-우산철교4거리 구간 단계4거리 조금 지난지점 승용차간 추돌사고. 사고처리 전.,단계4거리,,37.357028,127.936381,2020-04-07,10:36,단계4거리,원주,우산철교4거리
176,사고,<긴급>=사고= 춘천 로데오거리-거두주공아파트 구간 3차로에서 승용차와 버스간 추돌사고. 사고처리 전.,로데오거리,3,37.856946,127.759525,2020-04-07,10:33,거두주공아파트,춘천,거두주공아파트
177,사고,"<긴급>=사고= 원주 평원로, 원주역4거리방향 평원4거리 지난지점 3차로에서 택시와 승용차간 추돌사고. 사고처리 전",,,37.352483,127.949457,2020-04-07,9:19,평원4거리,원주,원주역4거리
